query_product,query_leaf_category,precision@5,recall,average_precision
"Ethnic Rajasthan Animal Print Women's, Girl's Wrap Around Skirt",animal print women girl wr,1.0,0.0010113268608414239,1.0
Qline Superman Wired Headset,superman wired headset blue,1.0,0.1724137931034483,1.0
Quilt India Floral Cushions Cover,floral cushions cover 77 cm beige,1.0,0.009124087591240875,1.0
Silverlit Sky Dagger,remote control toys,1.0,0.45454545454545453,1.0
SV Creations Shoulder Bag,shoulder bag multicolor,1.0,0.024390243902439025,1.0
SYON Cotton Floral Double Bedsheet,cotton floral double bedsheet bedsheet,1.0,0.012953367875647668,1.0
Love More Printed Women's Flared Kurta,printed women flared kurta,1.0,0.0010113268608414239,1.0
Taj Pearl Alloy Cuff,alloy cuff,1.0,0.0017686593562079944,1.0
Inspired Livingg Sky Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Prithish Drink In Moderation Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
BlueStone The Triad Flourish Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Latin Quarters Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
Radhesh Creation Crystal Yellow Gold Plated Brass Nathiya,crystal yellow gold plated bras,1.0,0.45454545454545453,1.0
Nimya Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Scheffer's SC-W-S-8004 Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
MA Design Hut Showpiece  -  8 cm,showpieces,1.0,0.04716981132075472,1.0
Allin Exporters Cumin Seed Oil (Co2 Extract),cumin seed oil co2 extract 25,1.0,0.00865051903114187,1.0
Prithish Warm Up The Evil In Me Double Color Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
People Women's Checkered Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Suranas Jewelove Price Point Bands Sj Pto 234 Platinum Ring Set,rings,1.0,0.008635578583765112,1.0
ETTI Plastic Necklace,necklaces,1.0,0.003961965134706815,1.0
Latin Quarters Women's A-line Dress,dresses,1.0,0.013966480446927373,1.0
Radiant Bay Classic Solitaire Yellow Gold Diamond 14 K Ring,rings,1.0,0.008635578583765112,1.0
Natures Plus Home Garden Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
ELITE STATUES Showpiece  -  20 cm,showpiece 20 cm brass yellow,1.0,0.006711409395973154,1.0
Indiatrendzs Women's Gathered Dress,dresses,1.0,0.013966480446927373,1.0
Edimax BR-6288ACL,routers,1.0,0.032679738562091505,1.0
Regent Analog 31 cm Dia Wall Clock,wall clocks,1.0,0.09803921568627451,1.0
Jaipur Couture Metal Choker,necklaces,1.0,0.003961965134706815,1.0
JDX Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Meiro Women's Peplum Dress,dresses,1.0,0.013966480446927373,1.0
JDK NOVELTY Shoulder Bag,shoulder bag pink,1.0,0.024390243902439025,1.0
An Yahh Art Pouch Kathakali Art Canvas Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
TheLostPuppy Back Cover for Apple iPad Air 2,cases covers,1.0,0.007886435331230283,1.0
Radiant Bay Deluxe Solitaire White Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Menka Embroidered Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
CEAT 2.75-18 Secura M86 Tube Tyre,75 18 secura m86 tube tyre,1.0,0.006082725060827251,1.0
Cotonex Pink Cotton Kitchen Linen Set,pink cotton kitchen linen set pack,1.0,0.009124087591240875,1.0
Maxima 27280PPGW Fiber Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Eshoppee Shiv face antique color brass idol Showpiece  -  8 cm,religious idols,1.0,0.1,1.0
Jewel Paradise Brass Plated Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Kuhuk Plastic Bangle Set,bangles,1.0,0.016233766233766232,1.0
Ninja Turtles Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Ishin Women's Solid Party Shirt,shirts,1.0,0.004105090311986864,1.0
720 Armour Tack B318-8 Sports Goggles,goggles,1.0,0.037037037037037035,1.0
Karlsburg Men's Checkered Formal Shirt,formal shirts,1.0,0.05102040816326531,1.0
Latin Quarters Self Design Women's Tunic,tunics,1.0,0.20833333333333334,1.0
Casotec Plexible LED Light 275012 Led Light USB Led Light,usb gadgets,1.0,0.04132231404958678,1.0
Dinero Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Victorian Clothing Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Raymond Abstract Double Blanket Blue,blankets quilts dohars,1.0,0.03424657534246575,1.0
Okane Solid Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Jewel Touch Dark Tribal Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
From the Ramp Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Pet Club51 PC292 S Pet Bed,furniture,1.0,0.08771929824561403,1.0
"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",wrist watches,1.0,0.013123359580052493,1.0
SAP Net Padded Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Tia by Ten on Ten Cathy Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Aroma Comfort Polyester Pink Floral Eyelet Door Curtain,polyester pink floral eyelet door,1.0,0.009124087591240875,1.0
"NYX Set Of 2 Soft Matte Lip Cream 06,22",set soft matte lip cream 06 22 multi,1.0,0.00865051903114187,1.0
Sir N Maam Casual Printed Women's Kurti,kurtis,1.0,0.0364963503649635,1.0
Ladybug Women's A-line Dress,dresses,1.0,0.013966480446927373,1.0
Zet Zone New Fashionable Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Quartz 15265662 Smart Watch Strap,wearable accessories,0.2,1.0,1.0
Saviour HPSAV FR SS1 G Saviour Freedom With Ratchet Hdpe -Green Construction Helmet,safety helmets,1.0,0.5,1.0
Allure Auto CM 1468 Car Mat Hyundai Santro Xing,car mats,1.0,0.01160092807424594,1.0
Karishma Women's Printed Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Steppings Trendy Boots,boots,1.0,0.05,1.0
DailyObjects Back Cover for Apple iPad 2/3/4,cases covers,1.0,0.007886435331230283,1.0
Leatherworld Women Wedges,wedges,1.0,0.029069767441860465,1.0
Filofax Apex Planner/Organizer Ring Bound,planners organisers,1.0,0.021645021645021644,1.0
Voylla Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Times 317TMS317 Party-Wedding Analog Watch  - For Men,wrist watches,1.0,0.013123359580052493,1.0
Chalk by Pantaloons Solid Boy's Basic Shorts,shorts,1.0,0.1,1.0
"JBN Creation Girl's Gathered, Layered Dress",girl gathered layered dress,1.0,0.0010113268608414239,1.0
Rajrang Recycled Handmade A5 Diary Hand Sewn,diaries,1.0,0.7142857142857143,1.0
India Inc Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Homefoster Cotton Dori Necklace,necklaces,1.0,0.003961965134706815,1.0
Nike Extreme N 5Th Element Combo Set,combos,1.0,0.016181229773462782,1.0
Voylla Artifictial Beaded Plain Crystal Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Wallmantra Medium Vinyl Stickers Sticker,stickers,1.0,0.03164556962025317,1.0
"THELABELLIFE.com Casual Full Sleeve Solid Women's Grey, Black Top",casual sleeve solid women,0.8,0.8,0.8
Jainx Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Rockmantra Abstrcts 8 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Sherry Velentine Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Ploomz Fashion Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Anasazi Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
L'appel Du vide Men's Vest,men vest pack,1.0,0.5555555555555556,1.0
Ploomz Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Amber Cotton Bath Towel,towels,1.0,0.06944444444444445,1.0
Shaftesbury London Men's Solid Formal Shirt,men solid formal shirt,1.0,0.0010113268608414239,1.0
Grafion by Grafion - Comfort Feel Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
ShellysTrends Planters Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Hako HP Compaq Presario CQ45-106AU 6 Cell Laptop Battery,batteries,1.0,0.07692307692307693,1.0
Sentinel Mak Furige Model 07,mak furige model 07 multicolor,1.0,0.018796992481203006,1.0
MINDITDADDY Loafers,loafers,1.0,0.053763440860215055,1.0
"Cation Casual Sleeveless, Short Sleeve Solid Women's Top",tops,1.0,0.015015015015015015,1.0
Allure Auto CM 1472 Car Mat Hyundai Verna,car mats,1.0,0.01160092807424594,1.0
"AutoKraftZ Premium Flash Magic Tire Light Set Of 4 for Tata Indica long type 1 Car, Truck, Van LED Bulb",premium flash magic tire light set,1.0,0.006082725060827251,1.0
"LAWMAN PG3 Striker,, Winger , Contender Deodorant Spray  -  For Men",striker winger contender deodoran,1.0,0.00865051903114187,1.0
Easy Gardening 12 Inch Nursery Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
"AirFlow Women's, Girl's Regular Stockings",stockings,1.0,0.0010113268608414239,1.0
Mxofere Combo Orange Lemongrass Mixfruit Scrub Lavender Soap Kit,combos kits,1.0,0.08928571428571429,1.0
Peri Peri Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Tuelip Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Manufaktura Home Spa Tropical Plants Natural Face Loofah,loofahs,1.0,0.00865051903114187,1.0
Allure Auto CM 1020 Car Mat Ford New Fiesta,car mats,1.0,0.01160092807424594,1.0
Northern Lights Striped Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Rasianve Silver Jewel Set,jewellery,1.0,0.042735042735042736,1.0
SUNVI Rajasthani Rajwada Colourful Ashtray Showpiece  -  2 cm,ethnic,1.0,0.038461538461538464,1.0
Utsukushii Shoulder Bag,shoulder bag beige,1.0,0.024390243902439025,1.0
Thelostpuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Highlander Men's Solid Casual Shirt,casual party wear shirts,1.0,0.1282051282051282,1.0
Hotpiper Classic Black Yellow Gold Plated Acrylic Necklace,necklaces,1.0,0.003961965134706815,1.0
Orange and Orchid Solid Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
VLCC Glow + Sun Block Lotion - SPF 20 PA++,sunscreen,1.0,0.18518518518518517,1.0
Allure Auto CM 762 Car Mat Hyundai Verna,car mats,1.0,0.01160092807424594,1.0
Falconoverseas Fashion Brass Necklace,necklaces,1.0,0.003961965134706815,1.0
Rialto Loafers,loafers,1.0,0.053763440860215055,1.0
NE Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
One For Blue Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Generation Z Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
Numero Uno Striped Men's Polo T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Pinc Ginger 90.6 inch Black, White Rice Lights",series lights,1.0,0.10638297872340426,1.0
Orange Plum Printed Men's Round Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
"Zero Printed Baby Boy's, Baby Girl's Basic Shorts",shorts,1.0,0.1,1.0
Fab Fashion Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Wineberry Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
KOHL Wine Bag Yellow,wine bag yellow yellow,1.0,0.012953367875647668,1.0
Minerva Naturals Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Meira Women's A-line Dress,dresses,1.0,0.013966480446927373,1.0
Gulshan Arts Crafts Laughing Buddha Showpiece  -  5 cm,ethnic,1.0,0.038461538461538464,1.0
ARRA Solid Wood 7 Seater Sofa,sofas sectionals,1.0,0.12195121951219512,1.0
Wolfie Neonbrapeach101 Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Crocs Boots,boots,1.0,0.05,1.0
Onlineshoppee Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Hoffmen Men's Self Design Formal Shirt,men self design formal shirt,1.0,0.0010113268608414239,1.0
Neon 3.0 4 Port Super Speed Adapter Card Reaader + 46 USB USB Hub,usb gadgets,1.0,0.04132231404958678,1.0
Aardee Neon Net Design Art Thick Fabric Pencil Box,geometry pencil boxes,1.0,0.030864197530864196,1.0
Tootpado Art Plastic Punches & Punching Machines,punches punching machines,1.0,0.2,1.0
Mask Lifestyle Women's Animal Print Casual Shirt,shirts,1.0,0.004105090311986864,1.0
"Voylla Metal, Alloy Necklace",necklaces,1.0,0.003961965134706815,1.0
Happy Hippie Casual Full Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Jiya Fashion Pretties Alloy Choker,necklaces,1.0,0.003961965134706815,1.0
HomeeHub Polyester Multicolor Self Design Eyelet Door Curtain,curtains,1.0,0.049019607843137254,1.0
Toygully Super Box of Orange Hookah Flavor,hookah flavors,1.0,1.0,1.0
BrandTrendz Cotton Solid Patiala,cotton solid patiala,1.0,1.0,1.0
Wild Stone Deo with offer Combo Set,combos,1.0,0.016181229773462782,1.0
MIRICHI Printed Women's Polo Neck Red T-Shirt,printed women polo neck red shirt,1.0,0.0010113268608414239,1.0
Vedika Jewellery Alloy Bangle Set,bangles,1.0,0.016233766233766232,1.0
"Khoobee Silk Self Design, Embroidered Blouse Material",blouse material,1.0,0.09090909090909091,1.0
Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Pearls India Leather Bracelet,bracelets,1.0,0.02577319587628866,1.0
"Tootpado Spring Back, Size 5.5x5.5 Inch, Craft Paper - 10 Designs 40 Sheets For Card & Scrapbooking",spring size 5x5 inch craft,1.0,0.018796992481203006,1.0
DeStudio Extra Large Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Grafion by Grafion - Comfort Feel Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
Galz4ever Red & Black Long Resin Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Ladyland BOBBY Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,cotton embroidered diwan set,1.0,1.0,1.0
FabAlley Casual Short Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Q-rious Women's Camisole,camisoles slips,1.0,0.3125,1.0
APS Sleeve for Micromax Funbook Mini P410,cases covers,1.0,0.007886435331230283,1.0
Voylla Yellow Gold Plated Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Printland CMW1617 Ceramic Mug,coffee mugs,1.0,0.02512562814070352,1.0
Enerzy 5 - Piece Bar Set,bar set,1.0,0.009633911368015413,1.0
Tara Lifestyle Chhota Bheem Printed Art Plastic Pencil Boxes,pencil boxes,1.0,0.08064516129032258,1.0
Reveller Striped V-neck Casual Men's Sweater,sweaters,1.0,0.0847457627118644,1.0
Aero Care Ice Combo Set,combos,1.0,0.016181229773462782,1.0
Florentyne Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Shilpkala Casual Sleeveless Self Design Women's Top,tops,1.0,0.015015015015015015,1.0
Younky Fashion Women's T-Shirt Bra,bras,1.0,0.006273525721455458,1.0
Kute Kids Coat Suit Set Solid Boy's Suit,coat suit set solid boy suit,1.0,0.0010113268608414239,1.0
jiiah Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
My Party Suppliers 240 inch Multicolor Rice Lights,series lights,1.0,0.10638297872340426,1.0
Jewelizer Leather Bracelet,bracelets,1.0,0.02577319587628866,1.0
G&G Minion It Was't Me Ceramic Mug,minion ceramic mug 350 ml,1.0,0.009633911368015413,1.0
i-KitPit Pouch for Lenovo A369i,mobile pouches,1.0,0.3333333333333333,1.0
Scott International Full Sleeve Solid Men's Sweatshirt,sweatshirts,1.0,0.08333333333333333,1.0
BlueStone The Tahira White Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",cases covers,1.0,0.007886435331230283,1.0
Anuradha Art Silver Polished Brooch,silver polished brooch gold,1.0,0.38461538461538464,1.0
ETTI ESJ70_ORANGE Plastic Necklace,necklaces,1.0,0.003961965134706815,1.0
Hugo Chavez Women's Maxi Dress,dresses,1.0,0.013966480446927373,1.0
Rega IT Hp Pavilion ZT3464EA ZT3465EA (90) 90 Adapter,adapters,1.0,0.4166666666666667,1.0
IWS Cotton Bath Towel,towels,1.0,0.06944444444444445,1.0
Luxemburg Bandaeu Women's Tube Bra,bras,1.0,0.006273525721455458,1.0
salt n pepper 16-510 BLACK Lace Up,16 510 black lace,1.0,0.0049504950495049506,1.0
Ultrafit by Ultrafit - Regular Use Women's Full Coverage Bra,bras,1.0,0.006273525721455458,1.0
Golden Peacock Crystal Alloy Necklace,necklaces,1.0,0.003961965134706815,1.0
Saco SG0516-35 Screen Guard for Asus A553SA-XX050T 15.6-inch Laptop,sg0516 35 screen guard asus a553sa xx05,1.0,0.005720823798627002,1.0
Nike Fission Combo Set,combos,1.0,0.016181229773462782,1.0
Wowww Casual Short Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
The Vanca Casual 3/4 Sleeve Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Marusthali Printed Women's Wrap Around Skirt,skirts,1.0,0.11363636363636363,1.0
Steppings Trendy Boots,boots,1.0,0.05,1.0
WallDesign Small Vinyl Sticker,stickers,1.0,0.03164556962025317,1.0
Wallmantra Extra Large Vinyl Stickers Sticker,stickers,1.0,0.03164556962025317,1.0
Zori Trendy Women Flats,flats,1.0,0.06097560975609756,1.0
Metro 32 Women Wedges,wedges,1.0,0.029069767441860465,1.0
Body Care Plain Men's Top,plain men,1.0,0.0010113268608414239,1.0
Green Girgit Plant Container Set,plant container sets,1.0,0.018726591760299626,1.0
Lal Haveli House Kitchen Decorative Solid Almirah Wooden Stool Showpiece  -  45.72 cm,ethnic,1.0,0.038461538461538464,1.0
Roadster Casual Short Sleeve Printed Women's Top,tops,1.0,0.015015015015015015,1.0
BornBabyKids Cotton Bath Towel,baby bath towels,1.0,0.38461538461538464,1.0
NE Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
"Mynte Solid Women's Cycling Shorts, Gym Shorts, Swim Shorts",shorts,1.0,0.1,1.0
Puma Fundamentals Sports Bag S Sport Bag,fundamentals sports bag sport bag red,1.0,0.037037037037037035,1.0
Onn Solid Men's Polo Neck T-Shirt,shirts,1.0,0.004105090311986864,1.0
Oral Care Kids Musical Oscillating Toothbrush,kids musical oscillating toothbrush,1.0,0.012953367875647668,1.0
Khadim's Lazard Slip On,lazard slip,1.0,0.0049504950495049506,1.0
DeStudio Tiny Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Eeshha Ultra Sun Block - SPF 30 PA+++,sunscreen,1.0,0.18518518518518517,1.0
HugMe.fashion Full Sleeve Solid Men's Jacket,sleeve solid men jacket,1.0,0.625,1.0
Nourish Cardboard 2-D- Folder,cardboard folder set yellow,1.0,0.021645021645021644,1.0
Diviniti DG Royal Ornamental Size 4.5 Murgan Ji religious wall hanging Showpiece  -  30.5 cm,religious idols,1.0,0.1,1.0
"Denver Sport,Prestige Combo Set",combos,1.0,0.016181229773462782,1.0
Cation Casual Sleeveless Solid Women's Top,tops,1.0,0.015015015015015015,1.0
Police Slim Fit Men's Jeans,jeans,1.0,0.044642857142857144,1.0
Tuktuk Abstract Single Dohar Black,blankets quilts dohars,1.0,0.03424657534246575,1.0
DeStudio Tiny Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Tootpado Art Plastic Punches & Punching Machines,punches punching machines,1.0,0.2,1.0
meSleep Abstract Cushions Cover,cushion covers,1.0,0.10416666666666667,1.0
snjmart For X Play Stereo Dynamic Earphone Wired Headphones,play stereo dynamic earphone wired,1.0,0.005720823798627002,1.0
DressBerry Metal Necklace,necklaces,1.0,0.003961965134706815,1.0
President School Waterproof Backpack,backpack,1.0,0.018796992481203006,1.0
G Fashion Printed Cotton Women's Harem Pants,harem pants,0.8,0.5714285714285714,0.8
Huawei HG532D,routers,1.0,0.032679738562091505,1.0
Yves Bertelin YBSCR557 Analog Watch  - For Women,ybscr557 analog watch women,1.0,0.012048192771084338,1.0
J.D.H. 111-222 Boots,boots,1.0,0.05,1.0
Miss Rich Women's Solid Casual Shirt,shirts,1.0,0.004105090311986864,1.0
Kjaggs Women's Leggings,leggings jeggings,1.0,0.03424657534246575,1.0
"Denver Pride,Prestige Combo Set",combos,1.0,0.016181229773462782,1.0
kits kart Pouch for Alcatel One Touch Hero,pouch alcatel touch hero red,1.0,0.005720823798627002,1.0
Anherb Combo of Sunscreen Lotion (Pack of 2) - SPF 20 PA+,sunscreen,1.0,0.18518518518518517,1.0
Hoopoe Decor Large Wall Sticker,wall decals stickers,1.0,0.06756756756756757,1.0
Hotpiper Beautiful Yellow Gold Plated Acrylic Necklace,necklaces,1.0,0.003961965134706815,1.0
Shoppingtara Kundan Meenakari Marble Mobile Stand With Clock Showpiece  -  8 cm,showpieces,1.0,0.04716981132075472,1.0
Taj Pearl Alloy Cuff,alloy cuff,1.0,0.0017686593562079944,1.0
Disney Frozen Mini Toddler Figurine,frozen mini toddler figurine multicolor,1.0,0.018796992481203006,1.0
Karatcraft Platzi Yellow Gold Diamond 18 K Ring,rings,1.0,0.008635578583765112,1.0
Mayra Women's Shift Dress,dresses,1.0,0.013966480446927373,1.0
The Fine World Fashionable Long Neck Piece Stone Jewel Set,jewellery,1.0,0.042735042735042736,1.0
S4S Stylish Women's Push-up Bra,bras,1.0,0.006273525721455458,1.0
TheLostPuppy Back Cover for Apple iPad Air,cases covers,1.0,0.007886435331230283,1.0
Allure Auto CM 122 Car Mat Tata Sumo Grande,car mats,1.0,0.01160092807424594,1.0
